timestamp,deviceId,moistureRaw,moisturePercent,pumpOn,mode,rssi,uptimeMs,dryThreshold,wetThreshold,sessionId
2026-09-09 13:33:00+00:00,bench-01,2291,51.4,1,auto,-75.7,1089902,35,65,2026-09-09-s1
2026-09-09 13:33:10+00:00,bench-01,2283,51.2,1,auto,-76.5,1099906,35,65,2026-09-09-s1
2026-09-09 13:33:20+00:00,bench-01,2255,51.8,1,auto,-74.8,1109910,35,65,2026-09-09-s1
2026-09-09 13:33:30+00:00,bench-01,2284,51.1,1,auto,-74.9,1119913,35,65,2026-09-09-s1
2026-09-09 13:33:40+00:00,bench-01,2238,52.7,1,auto,-75.8,1129916,35,65,2026-09-09-s1
2026-09-09 13:33:50+00:00,bench-01,2283,52.2,1,auto,-73.7,1139918,35,65,2026-09-09-s1
2026-09-09 13:34:00+00:00,bench-01,2238,53.8,1,auto,-72.5,1149918,35,65,2026-09-09-s1
2026-09-09 13:34:10+00:00,bench-01,2247,52.9,1,auto,-72.0,1159922,35,65,2026-09-09-s1
2026-09-09 13:34:20+00:00,bench-01,2257,52.3,1,auto,-72.9,1169921,35,65,2026-09-09-s1
2026-09-09 13:34:30+00:00,bench-01,2247,53.0,1,auto,-72.0,1179918,35,65,2026-09-09-s1
2026-09-09 13:34:40+00:00,bench-01,2239,53.1,1,auto,-72.0,1189920,35,65,2026-09-09-s1
2026-09-09 13:34:50+00:00,bench-01,2251,52.8,1,auto,-72.5,1199924,35,65,2026-09-09-s1
2026-09-09 13:35:00+00:00,bench-01,2235,53.2,1,auto,-72.9,1209920,35,65,2026-09-09-s1
2026-09-09 13:35:10+00:00,bench-01,2248,53.0,1,auto,-73.1,1219923,35,65,2026-09-09-s1
2026-09-09 13:35:20+00:00,bench-01,2212,53.8,1,auto,-74.4,1229924,35,65,2026-09-09-s1
2026-09-09 13:35:30+00:00,bench-01,2228,54.5,1,auto,-75.5,1239920,35,65,2026-09-09-s1
2026-09-09 13:35:40+00:00,bench-01,2213,54.0,1,auto,-76.2,1249918,35,65,2026-09-09-s1
2026-09-09 13:35:50+00:00,bench-01,2219,54.3,1,auto,-75.7,1259918,35,65,2026-09-09-s1
2026-09-09 13:36:00+00:00,bench-01,2194,54.8,1,auto,-74.6,1269916,35,65,2026-09-09-s1
2026-09-09 13:36:10+00:00,bench-01,2202,55.2,1,auto,-74.2,1279912,35,65,2026-09-09-s1
2026-09-09 13:36:20+00:00,bench-01,2228,54.1,1,auto,-75.5,1289912,35,65,2026-09-09-s1
2026-09-09 13:36:30+00:00,bench-01,2208,55.0,1,auto,-75.4,1299907,35,65,2026-09-09-s1
2026-09-09 13:36:40+00:00,bench-01,2207,54.7,1,auto,-74.3,1309909,35,65,2026-09-09-s1
2026-09-09 13:36:50+00:00,bench-01,2179,55.6,1,auto,-73.0,1319905,35,65,2026-09-09-s1
2026-09-09 13:37:00+00:00,bench-01,2170,55.8,1,auto,-72.1,1329909,35,65,2026-09-09-s1
2026-09-09 13:37:10+00:00,bench-01,2185,55.6,1,auto,-70.3,1339912,35,65,2026-09-09-s1
2026-09-09 13:37:20+00:00,bench-01,2191,56.0,1,auto,-70.1,1349910,35,65,2026-09-09-s1
2026-09-09 13:37:30+00:00,bench-01,2177,56.3,1,auto,-69.3,1359909,35,65,2026-09-09-s1
2026-09-09 13:37:40+00:00,bench-01,2206,55.7,1,auto,-71.3,1369911,35,65,2026-09-09-s1
2026-09-09 13:37:50+00:00,bench-01,2186,56.2,1,auto,-70.9,1379908,35,65,2026-09-09-s1
2026-09-09 13:38:00+00:00,bench-01,2152,56.3,1,auto,-70.9,1389903,35,65,2026-09-09-s1
2026-09-09 13:38:10+00:00,bench-01,2162,56.7,1,auto,-69.8,1399901,35,65,2026-09-09-s1
2026-09-09 13:38:20+00:00,bench-01,2188,56.4,1,auto,-69.6,1409904,35,65,2026-09-09-s1
2026-09-09 13:38:30+00:00,bench-01,2178,56.5,1,auto,-69.9,1419902,35,65,2026-09-09-s1
2026-09-09 13:38:40+00:00,bench-01,2153,57.6,1,auto,-69.7,1429901,35,65,2026-09-09-s1
2026-09-09 13:38:50+00:00,bench-01,2144,57.6,1,auto,-71.0,1439901,35,65,2026-09-09-s1
2026-09-09 13:39:00+00:00,bench-01,2146,57.2,1,auto,-72.9,1449898,35,65,2026-09-09-s1
2026-09-09 13:39:10+00:00,bench-01,2174,57.3,1,auto,-73.1,1459894,35,65,2026-09-09-s1
2026-09-09 13:39:20+00:00,bench-01,2135,57.5,1,auto,-72.3,1469890,35,65,2026-09-09-s1
2026-09-09 13:39:30+00:00,bench-01,2136,58.0,1,auto,-72.4,1479889,35,65,2026-09-09-s1
2026-09-09 13:39:40+00:00,bench-01,2145,58.6,1,auto,-71.7,1489887,35,65,2026-09-09-s1
2026-09-09 13:39:50+00:00,bench-01,2162,57.8,1,auto,-69.9,1499888,35,65,2026-09-09-s1
2026-09-09 13:40:00+00:00,bench-01,2137,58.3,1,auto,-70.4,1509886,35,65,2026-09-09-s1
2026-09-09 13:40:10+00:00,bench-01,2138,58.1,1,auto,-70.7,1519886,35,65,2026-09-09-s1
2026-09-09 13:40:20+00:00,bench-01,2138,57.7,1,auto,-71.5,1529881,35,65,2026-09-09-s1
2026-09-09 13:40:30+00:00,bench-01,2128,58.7,1,auto,-69.4,1539876,35,65,2026-09-09-s1
2026-09-09 13:40:40+00:00,bench-01,2135,58.8,1,auto,-69.9,1549872,35,65,2026-09-09-s1
2026-09-09 13:40:50+00:00,bench-01,2115,59.0,1,auto,-69.8,1559868,35,65,2026-09-09-s1
2026-09-09 13:41:00+00:00,bench-01,2121,58.4,1,auto,-70.1,1569865,35,65,2026-09-09-s1
2026-09-09 13:41:10+00:00,bench-01,2099,59.9,1,auto,-71.4,1579867,35,65,2026-09-09-s1
2026-09-09 13:41:20+00:00,bench-01,2098,59.2,1,auto,-71.3,1589869,35,65,2026-09-09-s1
2026-09-09 13:41:30+00:00,bench-01,0,120.0,1,auto,-72.9,1599869,35,65,2026-09-09-s1
2026-09-09 13:41:40+00:00,bench-01,2111,60.2,1,auto,-72.0,1609872,35,65,2026-09-09-s1
2026-09-09 13:41:50+00:00,bench-01,2135,59.2,1,auto,-73.6,1619868,35,65,2026-09-09-s1
2026-09-09 13:42:00+00:00,bench-01,2105,59.4,1,auto,-70.9,1629867,35,65,2026-09-09-s1
2026-09-09 13:42:10+00:00,bench-01,2099,59.7,1,auto,-72.5,1639862,35,65,2026-09-09-s1
2026-09-09 13:42:20+00:00,bench-01,2118,60.0,1,auto,-71.6,1649858,35,65,2026-09-09-s1
2026-09-09 13:42:30+00:00,bench-01,2111,59.9,1,auto,-72.2,1659861,35,65,2026-09-09-s1
2026-09-09 13:42:40+00:00,bench-01,2103,60.2,1,auto,-72.2,1669865,35,65,2026-09-09-s1
2026-09-09 13:42:50+00:00,bench-01,2073,60.8,1,auto,-72.9,1679864,35,65,2026-09-09-s1
2026-09-09 13:43:00+00:00,bench-01,2078,60.3,1,auto,-71.0,1689863,35,65,2026-09-09-s1
2026-09-09 13:43:10+00:00,bench-01,2108,60.2,1,auto,-68.9,1699861,35,65,2026-09-09-s1
2026-09-09 13:43:20+00:00,bench-01,2093,60.4,1,auto,-69.9,1709857,35,65,2026-09-09-s1
2026-09-09 13:43:30+00:00,bench-01,2092,61.3,1,auto,-69.5,1719861,35,65,2026-09-09-s1
2026-09-09 13:43:40+00:00,bench-01,2078,61.0,1,auto,-72.1,1729861,35,65,2026-09-09-s1
2026-09-09 13:43:50+00:00,bench-01,2064,61.1,1,auto,-69.7,1739864,35,65,2026-09-09-s1
2026-09-09 13:44:00+00:00,bench-01,2100,60.2,1,auto,-71.6,1749864,35,65,2026-09-09-s1
2026-09-09 13:44:10+00:00,bench-01,2053,61.2,1,auto,-70.7,1759861,35,65,2026-09-09-s1
2026-09-09 13:44:20+00:00,bench-01,2094,60.2,1,auto,-69.7,1769861,35,65,2026-09-09-s1
2026-09-09 13:44:30+00:00,bench-01,2055,62.2,1,auto,-71.5,1779860,35,65,2026-09-09-s1
2026-09-09 13:44:40+00:00,bench-01,2086,60.9,1,auto,-71.2,1789861,35,65,2026-09-09-s1
2026-09-09 13:44:50+00:00,bench-01,2070,60.9,1,auto,-70.8,1799858,35,65,2026-09-09-s1
2026-09-09 13:45:00+00:00,bench-01,2040,62.9,1,auto,-70.3,1809861,35,65,2026-09-09-s1
2026-09-09 13:45:10+00:00,bench-01,2049,62.8,1,auto,-69.2,1819861,35,65,2026-09-09-s1
2026-09-09 13:45:20+00:00,bench-01,2084,62.0,1,auto,-69.7,1829865,35,65,2026-09-09-s1
2026-09-09 13:45:30+00:00,bench-01,2076,61.8,1,auto,-68.6,1839867,35,65,2026-09-09-s1
2026-09-09 13:45:40+00:00,bench-01,2060,62.6,1,auto,-67.6,1849863,35,65,2026-09-09-s1
2026-09-09 13:45:50+00:00,bench-01,2060,62.4,1,auto,-67.3,1859860,35,65,2026-09-09-s1
2026-09-09 13:46:00+00:00,bench-01,2035,62.2,1,auto,-65.8,1869864,35,65,2026-09-09-s1
2026-09-09 13:46:10+00:00,bench-01,2077,62.1,1,auto,-65.2,1879867,35,65,2026-09-09-s1
2026-09-09 13:46:20+00:00,bench-01,2031,62.7,1,auto,-65.6,1889864,35,65,2026-09-09-s1
2026-09-09 13:46:30+00:00,bench-01,2049,62.8,1,auto,-65.6,1899866,35,65,2026-09-09-s1
2026-09-09 13:46:40+00:00,bench-01,2057,63.0,1,auto,-63.0,1909863,35,65,2026-09-09-s1
2026-09-09 13:46:50+00:00,bench-01,2048,62.5,1,auto,-61.3,1919859,35,65,2026-09-09-s1
2026-09-09 13:47:00+00:00,bench-01,2050,63.0,1,auto,-62.4,1929860,35,65,2026-09-09-s1
2026-09-09 13:47:10+00:00,bench-01,2040,62.8,1,auto,-63.9,1939860,35,65,2026-09-09-s1
2026-09-09 13:47:20+00:00,bench-01,2031,63.4,1,auto,-61.1,1949859,35,65,2026-09-09-s1
2026-09-09 13:47:30+00:00,bench-01,2052,62.8,1,auto,-61.6,1959863,35,65,2026-09-09-s1
2026-09-09 13:47:40+00:00,bench-01,2031,63.7,1,auto,-62.4,1969862,35,65,2026-09-09-s1
2026-09-09 13:47:50+00:00,bench-01,2022,63.2,1,auto,-64.2,1979862,35,65,2026-09-09-s1
2026-09-09 13:48:00+00:00,bench-01,2053,62.3,1,auto,-61.6,1989864,35,65,2026-09-09-s1
2026-09-09 13:48:10+00:00,bench-01,2036,63.6,1,auto,-61.2,1999860,35,65,2026-09-09-s1
2026-09-09 13:48:20+00:00,bench-01,2032,63.5,1,auto,-61.3,2009862,35,65,2026-09-09-s1
2026-09-09 13:48:30+00:00,bench-01,2044,63.0,1,auto,-60.4,2019859,35,65,2026-09-09-s1
2026-09-09 13:48:40+00:00,bench-01,2023,63.7,1,auto,-62.9,2029858,35,65,2026-09-09-s1
2026-09-09 13:48:50+00:00,bench-01,2033,63.7,1,auto,-65.3,2039862,35,65,2026-09-09-s1
2026-09-09 13:49:00+00:00,bench-01,2003,63.7,1,auto,-68.6,2049859,35,65,2026-09-09-s1
2026-09-09 13:49:10+00:00,bench-01,2029,64.3,1,auto,-71.2,2059858,35,65,2026-09-09-s1
2026-09-09 13:49:20+00:00,bench-01,2054,63.6,1,auto,-70.3,2069857,35,65,2026-09-09-s1
2026-09-09 13:49:30+00:00,bench-01,2030,64.1,1,auto,-70.4,2079860,35,65,2026-09-09-s1
2026-09-09 13:49:40+00:00,bench-01,2017,64.4,1,auto,-71.3,2089861,35,65,2026-09-09-s1
2026-09-09 13:49:50+00:00,bench-01,2013,64.0,1,auto,-70.3,2099865,35,65,2026-09-09-s1
2026-09-09 13:50:00+00:00,bench-01,2014,63.8,1,auto,-71.7,2109862,35,65,2026-09-09-s1
2026-09-09 13:50:10+00:00,bench-01,2013,64.2,1,auto,-71.7,2119864,35,65,2026-09-09-s1
2026-09-09 13:50:20+00:00,bench-01,2036,63.5,1,auto,-71.9,2129867,35,65,2026-09-09-s1
2026-09-09 13:50:30+00:00,bench-01,1997,63.8,1,auto,-73.1,2139867,35,65,2026-09-09-s1
2026-09-09 13:50:40+00:00,bench-01,2021,64.2,1,auto,-72.7,2149866,35,65,2026-09-09-s1
2026-09-09 13:50:50+00:00,bench-01,2025,64.5,1,auto,-74.4,2159862,35,65,2026-09-09-s1
2026-09-09 13:51:00+00:00,bench-01,2006,64.5,1,auto,-74.7,2169858,35,65,2026-09-09-s1
2026-09-09 13:51:10+00:00,bench-01,2039,64.8,1,auto,-74.3,2179855,35,65,2026-09-09-s1
2026-09-09 13:51:20+00:00,bench-01,1999,65.2,1,auto,-77.2,2189850,35,65,2026-09-09-s1
2026-09-09 13:51:30+00:00,bench-01,2004,64.4,1,auto,-77.2,2199846,35,65,2026-09-09-s1
2026-09-09 13:51:40+00:00,bench-01,1999,65.0,1,auto,-76.6,2209848,35,65,2026-09-09-s1
2026-09-09 13:51:50+00:00,bench-01,2012,64.5,1,auto,-75.2,2219851,35,65,2026-09-09-s1
2026-09-09 13:52:00+00:00,bench-01,2002,64.7,0,auto,-77.0,2229849,35,65,2026-09-09-s1
2026-09-09 13:52:10+00:00,bench-01,2051,63.9,0,auto,-77.2,2239850,35,65,2026-09-09-s1
2026-09-09 13:52:20+00:00,bench-01,2039,63.3,0,auto,-77.3,2249849,35,65,2026-09-09-s1
2026-09-09 13:52:30+00:00,bench-01,2030,62.6,0,auto,-76.8,2259853,35,65,2026-09-09-s1
2026-09-09 13:52:40+00:00,bench-01,2080,61.8,0,auto,-76.1,2269856,35,65,2026-09-09-s1
2026-09-09 13:52:50+00:00,bench-01,2060,61.8,0,auto,-76.3,2279856,35,65,2026-09-09-s1
2026-09-09 13:53:00+00:00,bench-01,2078,60.9,0,auto,-78.3,2289859,35,65,2026-09-09-s1
2026-09-09 13:53:10+00:00,bench-01,2070,60.2,0,auto,-76.1,2299855,35,65,2026-09-09-s1
2026-09-09 13:53:20+00:00,bench-01,2088,59.3,0,auto,-76.2,2309854,35,65,2026-09-09-s1
2026-09-09 13:53:30+00:00,bench-01,2135,58.7,0,auto,-74.9,2319850,35,65,2026-09-09-s1
2026-09-09 13:53:40+00:00,bench-01,2121,58.5,0,auto,-74.9,2329846,35,65,2026-09-09-s1
2026-09-09 13:53:50+00:00,bench-01,2129,57.8,0,auto,-73.8,2339842,35,65,2026-09-09-s1
2026-09-09 13:54:00+00:00,bench-01,2177,57.2,0,auto,-75.3,2349841,35,65,2026-09-09-s1
2026-09-09 13:54:10+00:00,bench-01,2159,56.9,0,auto,-76.3,2359842,35,65,2026-09-09-s1
2026-09-09 13:54:20+00:00,bench-01,2193,56.5,0,auto,-77.5,2369846,35,65,2026-09-09-s1
2026-09-09 13:54:30+00:00,bench-01,2182,55.4,0,auto,-77.7,2379845,35,65,2026-09-09-s1
2026-09-09 13:54:40+00:00,bench-01,2202,55.1,0,auto,-75.6,2389840,35,65,2026-09-09-s1
2026-09-09 13:54:50+00:00,bench-01,2194,54.8,0,auto,-74.6,2399839,35,65,2026-09-09-s1
2026-09-09 13:55:00+00:00,bench-01,2223,54.7,0,auto,-74.3,2409839,35,65,2026-09-09-s1
2026-09-09 13:55:10+00:00,bench-01,2224,53.8,0,auto,-74.7,2419836,35,65,2026-09-09-s1
2026-09-09 13:55:20+00:00,bench-01,2246,53.2,0,auto,-75.2,2429836,35,65,2026-09-09-s1
2026-09-09 13:55:30+00:00,bench-01,2251,52.7,0,auto,-77.5,2439839,35,65,2026-09-09-s1
2026-09-09 13:55:40+00:00,bench-01,2272,52.0,0,auto,-76.9,2449836,35,65,2026-09-09-s1
2026-09-09 13:55:50+00:00,bench-01,2267,52.2,0,auto,-76.1,2459840,35,65,2026-09-09-s1
